App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46e+6,100000,Paid,6.99,Teen,Action
Star Wars ™: DIRTY,GAME,4.5,38207,15e+6,100000,Paid,9.99,Teen,Role Playing
Monument Valley 2,GAME,4.6,9394,33e+6,100000,Paid,4.99,Everyone,Puzzle
DRAGON BALL LEGENDS,GAME,4.6,337913,48e+6,5000000,Free,0.0,Teen,Action
ROBLOX,GAME,4.5,4449882,67e+6,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
Candy Crush Saga,GAME,4.4,22429716,74e+6,500000000,Free,0.0,Everyone,Casual
Angry Birds 2,GAME,4.6,3883589,57e+6,100000000,Free,0.0,Everyone,Casual
8 Ball Pool,GAME,4.5,14200550,52e+6,100000000,Free,0.0,Everyone,Sports
Fallout Shelter,GAME,4.6,2719142,25e+6,10000000,Free,0.0,Teen,Simulation
PUBG MOBILE,GAME,4.4,3716278,36e+6,50000000,Free,0.0,Teen,Action
The Sims™ FreePlay,GAME,4.3,931595,31e+6,10000000,Free,0.0,Teen,Simulation
MARVEL Strike Force,GAME,4.3,165928,91e+6,5000000,Free,0.0,Teen,Role Playing
MARVEL Contest of Champions,GAME,4.3,2468063,92e+6,50000000,Free,0.0,Teen,Action
Jurassic World™ Alive,GAME,4.3,309176,70e+6,5000000,Free,0.0,Everyone 10+,Simulation
Choices: Stories You Play,GAME,4.6,807338,93e+6,10000000,Free,0.0,Teen,Simulation
Solitaire TriPeaks,GAME,4.5,446434,52e+6,10000000,Free,0.0,Everyone,Card
Merge Dragons!,GAME,4.5,214819,91e+6,5000000,Free,0.0,Everyone,Puzzle
The Walking Dead: Road to Survival,GAME,4.2,522466,37e+6,10000000,Free,0.0,Mature 17+,Role Playing
Hustle Castle: Fantasy Kingdom,GAME,4.7,584126,64e+6,10000000,Free,0.0,Everyone 10+,Role Playing
Might & Magic: Elemental Guardians,GAME,4.3,32551,35e+6,500000,Free,0.0,Mature 17+,Role Playing
Game of Thrones: Conquest™,GAME,4.0,90218,97e+6,1000000,Free,0.0,Teen,Strategy
Love Nikki-Dress UP Queen,GAME,4.4,212524,93e+6,5000000,Free,0.0,Everyone,Role Playing
Summoners War,GAME,4.3,2045554,28e+6,50000000,Free,0.0,Teen,Role Playing
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83e+6,5000000,Free,0.0,Teen,Role Playing
Idle Heroes,GAME,4.7,416540,99e+6,10000000,Free,0.0,Everyone 10+,Role Playing
Fate/Grand Order (English),GAME,4.4,16601,55e+6,500000,Free,0.0,Teen,Role Playing
Honkai Impact 3rd,GAME,4.7,59017,82e+6,1000000,Free,0.0,Teen,Action
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14e+6,50000000,Free,0.0,Teen,Strategy
War and Order,GAME,4.3,224514,81e+6,5000000,Free,0.0,Teen,Strategy
Candy Crush Saga,GAME,4.4,22430188,74e+6,500000000,Free,0.0,Everyone,Casual
ROBLOX,GAME,4.5,4449910,67e+6,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
8 Ball Pool,GAME,4.5,14201891,52e+6,100000000,Free,0.0,Everyone,Sports
Subway Surfers,GAME,4.5,27725352,76e+6,1000000000,Free,0.0,Everyone 10+,Arcade
Candy Crush Soda Saga,GAME,4.4,6199095,67e+6,100000000,Free,0.0,Everyone,Casual
Zombie Hunter King,GAME,4.3,10493,50e+6,1000000,Free,0.0,Mature 17+,Action
Bubble Shooter,GAME,4.5,148945,46e+6,10000000,Free,0.0,Everyone,Casual
Clash Royale,GAME,4.6,23136735,97e+6,100000000,Free,0.0,Everyone 10+,Strategy
Clash of Clans,GAME,4.6,44893888,98e+6,100000000,Free,0.0,Everyone 10+,Strategy
Farm Heroes Saga,GAME,4.4,7614415,70e+6,100000000,Free,0.0,Everyone,Casual
Plants vs. Zombies FREE,GAME,4.4,4067651,69e+6,100000000,Free,0.0,Everyone 10+,Strategy
Word Search,GAME,4.7,295576,3.9e+6,10000000,Free,0.0,Everyone,Word
Block Puzzle,GAME,4.6,59907,7.8e+6,5000000,Free,0.0,Everyone,Puzzle
Super Jim Jump - pixel 3d,GAME,4.5,10460,18e+6,1000000,Free,0.0,Everyone,Arcade
Pou,GAME,4.3,10486018,24e+6,500000000,Free,0.0,Everyone,Casual
Temple Run 2,GAME,4.3,8119151,62e+6,500000000,Free,0.0,Everyone,Action
Flow Free,GAME,4.3,1295625,11e+6,100000000,Free,0.0,Everyone,Puzzle
Wordscapes,GAME,4.8,230849,87e+6,10000000,Free,0.0,Everyone,Word
My Talking Angela,GAME,4.5,9883367,99e+6,100000000,Free,0.0,Everyone,Casual
Cooking Fever,GAME,4.5,3198176,82e+6,100000000,Free,0.0,Everyone,Arcade
Yes day,GAME,4.5,10055521,94e+6,100000000,Free,0.0,Everyone,Casual
Score! Hero,GAME,4.6,5419676,96e+6,100000000,Free,0.0,Everyone,Sports
Zombie Catchers,GAME,4.7,990723,75e+6,10000000,Free,0.0,Everyone,Action
Jewels Star: OZ adventure,GAME,4.5,21892,14e+6,1000000,Free,0.0,Everyone,Puzzle
Granny,GAME,4.5,1138239,59e+6,50000000,Free,0.0,Teen,Arcade
Dream League Soccer 2018,GAME,4.6,9883806,74e+6,100000000,Free,0.0,Everyone,Sports
Sweet Fruit Candy,GAME,4.5,197540,29e+6,10000000,Free,0.0,Everyone,Puzzle
Fruits Bomb,GAME,4.4,74695,17e+6,10000000,Free,0.0,Everyone,Casual
Angry Birds Classic,GAME,4.4,5566889,97e+6,100000000,Free,0.0,Everyone,Arcade
Talking Tom Gold Run,GAME,4.6,2698882,78e+6,100000000,Free,0.0,Everyone,Action
Hill Climb Racing,GAME,4.4,8923818,63e+6,100000000,Free,0.0,Everyone,Racing
Pixel Art: Color by Number Game,GAME,4.7,1125438,25e+6,10000000,Free,0.0,Everyone,Puzzle
Shoot Bubble - Fruit Splash,GAME,4.6,29445,29e+6,5000000,Free,0.0,Everyone,Casual
Rider,GAME,4.5,655145,72e+6,10000000,Free,0.0,Teen,Arcade
Garena Free Fire,GAME,4.5,5476569,53e+6,100000000,Free,0.0,Teen,Action
Subway Surfers,GAME,4.5,27725352,76e+6,1000000000,Free,0.0,Everyone 10+,Arcade
Helix Jump,GAME,4.2,1500999,33e+6,100000000,Free,0.0,Everyone,Action
Crossy Road,GAME,4.5,4230886,60e+6,100000000,Free,0.0,Everyone,Action
Temple Run 2,GAME,4.3,8119154,62e+6,500000000,Free,0.0,Everyone,Action
Talking Tom Gold Run,GAME,4.6,2698889,78e+6,100000000,Free,0.0,Everyone,Action
Zombie Catchers,GAME,4.7,990663,75e+6,10000000,Free,0.0,Everyone,Action
Swamp Attack,GAME,4.4,2119218,70e+6,50000000,Free,0.0,Everyone 10+,Action
Earn to Die 2,GAME,4.6,1327265,99e+6,50000000,Free,0.0,Teen,Racing
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,184210,99e+6,10000000,Free,0.0,Everyone,Action
Hungry Shark World,GAME,4.5,1242855,27e+6,50000000,Free,0.0,Teen,Action
Dude Perfect 2,GAME,4.5,401425,70e+6,10000000,Free,0.0,Everyone,Action
Shadow Fight 2,GAME,4.6,10979062,88e+6,100000000,Free,0.0,Everyone 10+,Action
Alto's Adventure,GAME,4.6,515657,63e+6,10000000,Free,0.0,Everyone,Action
DEER HUNTER 2018,GAME,4.3,955656,82e+6,10000000,Free,0.0,Teen,Action
DRAGON BALL LEGENDS,GAME,4.6,337913,48e+6,5000000,Free,0.0,Teen,Action
Cover Fire: offline shooting games for free,GAME,4.7,725897,31e+6,10000000,Free,0.0,Teen,Action
Anger of stick 5 : zombie,GAME,4.5,549039,23e+6,50000000,Free,0.0,Teen,Action
Soul Knight,GAME,4.7,292164,59e+6,10000000,Free,0.0,Everyone 10+,Action
Major Mayhem,GAME,4.6,520962,39e+6,10000000,Free,0.0,Teen,Action
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54e+6,10000000,Free,0.0,Teen,Action
Strawberry Shortcake BerryRush,GAME,4.3,525517,48e+6,10000000,Free,0.0,Everyone,Action;Action & Adventure
Power Rangers Dino Charge,GAME,4.3,194969,30e+6,10000000,Free,0.0,Everyone 10+,Action
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66e+6,10000000,Free,0.0,Teen,Action
Agar.io,GAME,4.2,3816799,32e+6,100000000,Free,0.0,Everyone,Action
Zombie Hunter King,GAME,4.3,10538,50e+6,1000000,Free,0.0,Mature 17+,Action
Garena Free Fire,GAME,4.5,5476569,53e+6,100000000,Free,0.0,Teen,Action
Battlelands Royale,GAME,4.4,105620,61e+6,1000000,Free,0.0,Everyone 10+,Action
Once Upon a Tower,GAME,4.7,37139,49e+6,1000000,Free,0.0,Everyone 10+,Action
TEKKEN™,GAME,4.2,147791,38e+6,5000000,Free,0.0,Teen,Action
diep.io,GAME,4.1,347883,20e+6,10000000,Free,0.0,Everyone,Action
Dragon Hills,GAME,4.5,354373,66e+6,10000000,Free,0.0,Everyone 10+,Action
Bus Rush: Subway Edition,GAME,4.1,753043,57e+6,100000000,Free,0.0,Teen,Action
DC Super Hero Girls™,GAME,4.3,43055,95e+6,5000000,Free,0.0,Everyone,Action;Action & Adventure
Runner 3d like,GAME,4.5,559,32e+6,100000,Free,0.0,Everyone 10+,Action
War Robots,GAME,4.6,3073251,33e+6,50000000,Free,0.0,Everyone 10+,Action
Dinosaur Simulator: Dino World,GAME,4.0,26649,66e+6,5000000,Free,0.0,Teen,Action
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75e+6,50000000,Free,0.0,Teen,Action
Quiz: Logo game,GAME,4.5,306764,29e+6,10000000,Free,0.0,Everyone,Trivia
Candy Crush Saga,GAME,4.4,22430188,74e+6,500000000,Free,0.0,Everyone,Casual
Plants vs. Zombies FREE,GAME,4.4,4067651,69e+6,100000000,Free,0.0,Everyone 10+,Strategy
Block Puzzle,GAME,4.6,59907,7.8e+6,5000000,Free,0.0,Everyone,Puzzle
Helix Jump,GAME,4.2,1500622,33e+6,100000000,Free,0.0,Everyone,Action
8 Ball Pool,GAME,4.5,14201604,52e+6,100000000,Free,0.0,Everyone,Sports
Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50e+6,10000000,Free,0.0,Everyone,Arcade
Bubble Shooter,GAME,4.5,148990,46e+6,10000000,Free,0.0,Everyone,Casual
Solitaire,GAME,4.7,154264,12e+6,10000000,Free,0.0,Everyone,Card
Bubble Shooter Genies,GAME,4.5,26985,41e+6,5000000,Free,0.0,Everyone,Casual
Blossom Blast Saga,GAME,4.5,1125438,63e+6,10000000,Free,0.0,Everyone,Casual
Traffic Racer,GAME,4.5,5387781,53e+6,100000000,Free,0.0,Everyone,Racing
Hill Climb Racing,GAME,4.4,8923847,63e+6,100000000,Free,0.0,Everyone,Racing
Earn to Die 2,GAME,4.6,1327269,99e+6,50000000,Free,0.0,Teen,Racing
Candy Bomb,GAME,4.4,42145,20e+6,10000000,Free,0.0,Everyone,Casual;Brain Games
Flow Free,GAME,4.3,1295625,11e+6,100000000,Free,0.0,Everyone,Puzzle
Zombie Catchers,GAME,4.7,990796,75e+6,10000000,Free,0.0,Everyone,Action
Gems or jewels ?,GAME,4.7,171448,13e+6,10000000,Free,0.0,Teen,Puzzle
Angry Birds Rio,GAME,4.4,2610680,46e+6,100000000,Free,0.0,Everyone,Arcade
Candy Crush Jelly Saga,GAME,4.3,1300619,78e+6,50000000,Free,0.0,Everyone,Puzzle
Cut the Rope FULL FREE,GAME,4.4,2123793,49e+6,100000000,Free,0.0,Everyone,Puzzle
Jewels Star: OZ adventure,GAME,4.5,21892,14e+6,1000000,Free,0.0,Everyone,Puzzle
Hungry Shark Evolution,GAME,4.5,6074627,100e+6,100000000,Free,0.0,Teen,Arcade
Angry Birds Classic,GAME,4.4,5566908,97e+6,100000000,Free,0.0,Everyone,Arcade
Jewels classic Prince,GAME,4.4,47644,15e+6,5000000,Free,0.0,Everyone,Puzzle
Fruit Block - Puzzle Legend,GAME,4.6,125647,33e+6,10000000,Free,0.0,Everyone,Casual
Swamp Attack,GAME,4.4,2119235,70e+6,50000000,Free,0.0,Everyone 10+,Action
1LINE – One Line with One Touch,GAME,4.6,214878,10e+6,10000000,Free,0.0,Everyone,Board
Stick War: Legacy,GAME,4.6,811040,77e+6,10000000,Free,0.0,Teen,Strategy
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9e+6,5000000,Free,0.0,Everyone,Puzzle
Pixel Art: Color by Number Game,GAME,4.7,1125566,25e+6,10000000,Free,0.0,Everyone,Puzzle
Score! Hero,GAME,4.6,5419676,96e+6,100000000,Free,0.0,Everyone,Sports
Super Jabber Jump 3,GAME,4.3,34494,23e+6,5000000,Free,0.0,Everyone 10+,Arcade
Rush,GAME,4.6,260651,51e+6,10000000,Free,0.0,Everyone,Arcade
Jetpack Joyride,GAME,4.4,4638163,96e+6,100000000,Free,0.0,Everyone 10+,Arcade
Farm Heroes Saga,GAME,4.4,7614407,70e+6,100000000,Free,0.0,Everyone,Casual
Racing in Car 2,GAME,4.3,234110,38e+6,50000000,Free,0.0,Everyone,Racing
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Candy Bomb,FAMILY,4.4,42145,20e+6,10000000,Free,0.0,Everyone,Casual;Brain Games
ROBLOX,FAMILY,4.5,4449910,67e+6,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Coloring & Learn,FAMILY,4.4,12753,51e+6,5000000,Free,0.0,Everyone,Educational;Creativity
Mahjong,FAMILY,4.5,33983,22e+6,5000000,Free,0.0,Everyone,Puzzle;Brain Games
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46e+6,1000000,Free,0.0,Everyone,Educational;Education
Toy Pop Cubes,FAMILY,4.5,5761,21e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Educational Games 4 Kids,FAMILY,4.3,11618,39e+6,5000000,Free,0.0,Everyone,Educational;Education
Candy Pop Story,FAMILY,4.7,12948,23e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Solitaire,FAMILY,4.4,685,26e+6,100000,Free,0.0,Everyone,Card;Brain Games
Princess Coloring Book,FAMILY,4.5,9779,39e+6,5000000,Free,0.0,Everyone,Education;Creativity
Hello Kitty Nail Salon,FAMILY,4.2,369378,24e+6,50000000,Free,0.0,Everyone,Casual;Pretend Play
Candy Smash,FAMILY,4.5,11436,15e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20e+6,500000,Free,0.0,Everyone,Casual;Brain Games
Dog Run - Pet Dog Simulator,FAMILY,4.7,48615,24e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Princess Adventures Puzzles,FAMILY,4.4,382,44e+6,500000,Free,0.0,Everyone,Education;Creativity
Kids Educational Game 3 Free,FAMILY,4.3,24936,38e+6,5000000,Free,0.0,Everyone,Educational;Education
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52e+6,1000000,Free,0.0,Everyone,Educational;Brain Games
Coloring book moana,FAMILY,3.9,974,14e+6,500000,Free,0.0,Everyone,Art & Design;Pretend Play
Baby Panda Care,FAMILY,4.2,108795,49e+6,10000000,Free,0.0,Everyone,Educational;Pretend Play
Kids Educational :All in One,FAMILY,4.5,1455,8.9e+6,500000,Free,0.0,Everyone,Education;Education
Toca Kitchen 2,FAMILY,4.5,1014822,56e+6,50000000,Free,0.0,Everyone,Educational;Pretend Play
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
Learn To Draw Glow Flower,FAMILY,4.4,7320,10e+6,1000000,Free,0.0,Everyone,Entertainment;Education
"No. Color - Color by Number, Number Coloring",FAMILY,4.8,269194,6.9e+6,10000000,Free,0.0,Everyone,Entertainment;Brain Games
Bubble Shooter,FAMILY,4.4,59843,20e+6,5000000,Free,0.0,Everyone,Puzzle;Brain Games
Draw.ly - Color by Number Pixel Art Coloring,FAMILY,4.4,18616,10e+6,1000000,Free,0.0,Everyone,Casual;Education
Baby puzzles,FAMILY,4.3,11950,19e+6,5000000,Free,0.0,Everyone,Educational;Education
Garden Fruit Legend,FAMILY,4.6,4289,33e+6,500000,Free,0.0,Everyone,Casual;Brain Games
Barbie™ Fashion Closet,FAMILY,4.1,68286,85e+6,10000000,Free,0.0,Everyone,Casual;Creativity
Candy Day,FAMILY,4.5,11716,48e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6e+6,1000000,Free,0.0,Everyone,Casual;Pretend Play
Barbie Magical Fashion,FAMILY,4.0,328619,15e+6,10000000,Free,0.0,Everyone,Casual;Creativity
Piano Kids - Music & Songs,FAMILY,4.6,46741,50e+6,10000000,Free,0.0,Everyone,Music;Music & Video
Farming Simulator 14,FAMILY,4.5,530854,51e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Educational Games for Kids,FAMILY,4.5,7050,24e+6,1000000,Free,0.0,Everyone,Educational;Education
No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13e+6,10000000,Free,0.0,Everyone,Entertainment;Brain Games
Fruit Boom,FAMILY,4.4,17753,16e+6,1000000,Free,0.0,Everyone,Casual;Brain Games
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63e+6,100000,Free,0.0,Everyone 10+,Educational;Education
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32029,15e+6,5000000,Free,0.0,Everyone,Casual;Pretend Play
Rhythm Patrol,FAMILY,4.3,4207,26e+6,100000,Free,0.0,Everyone,Music;Music & Video
Kiddopia - Preschool Learning Games,FAMILY,4.5,64,81e+6,10000,Free,0.0,Everyone,Educational;Education
Toca Mystery House,FAMILY,4.2,96,79e+6,5000,Paid,3.99,Everyone,Educational;Creativity
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94e+6,100000,Free,0.0,Everyone,Education;Education
Super ABC! Learning games for kids! Preschool apps,FAMILY,4.6,20267,46e+6,1000000,Free,0.0,Everyone,Educational;Education
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43e+6,1000000,Free,0.0,Everyone,Educational;Education
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45e+6,5000000,Free,0.0,Everyone,Educational;Brain Games
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91e+6,1000000,Free,0.0,Everyone,Educational;Pretend Play
LEGO® Friends: Heartlake Rush,FAMILY,4.5,23671,91e+6,1000000,Free,0.0,Everyone,Arcade;Pretend Play
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53e+6,1000000,Free,0.0,Everyone,Educational;Education
Henry Danger Crime Warp,FAMILY,4.6,9626,28e+6,1000000,Free,0.0,Everyone,Action;Action & Adventure
Thomas & Friends: Race On!,FAMILY,4.1,29319,26e+6,5000000,Free,0.0,Everyone,Casual;Action & Adventure
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56e+6,500000,Free,0.0,Everyone,Education;Education
Fruit Cube Blast,FAMILY,4.6,9199,80e+6,500000,Free,0.0,Everyone,Puzzle;Brain Games
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60e+6,1000000,Free,0.0,Everyone,Education;Education
Intellijoy Early Learning Academy,FAMILY,4.3,160,67e+6,50000,Free,0.0,Everyone,Education;Education
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78e+6,1000000,Free,0.0,Everyone,Education;Pretend Play
Leo and Tig,FAMILY,4.5,47644,27e+6,1000000,Free,0.0,Everyone,Adventure;Action & Adventure
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63e+6,100000,Free,0.0,Everyone 10+,Simulation;Pretend Play
Montessori Preschool,FAMILY,3.9,237,26e+6,100000,Free,0.0,Everyone,Education;Education
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46e+6,500000,Free,0.0,Everyone,Educational;Brain Games
Cutie Cubies,FAMILY,4.4,6356,83e+6,500000,Free,0.0,Everyone,Puzzle;Creativity
My Little Princess : Stores,FAMILY,4.3,169,60e+6,5000,Paid,2.99,Everyone,Educational;Pretend Play
Sago Mini Big City,FAMILY,4.2,8,44e+6,1000,Paid,3.99,Everyone,Education;Pretend Play
Pinkalicious Party,FAMILY,3.0,2,82e+6,500,Paid,2.99,Everyone,Educational;Creativity
ROBLOX,FAMILY,4.5,4450855,67e+6,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Moana Island Life,FAMILY,4.1,15246,78e+6,1000000,Free,0.0,Everyone,Simulation;Action & Adventure
Farming Simulator 14,FAMILY,4.5,530904,51e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94e+6,1000000,Free,0.0,Everyone,Simulation;Action & Adventure
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16e+6,5000000,Free,0.0,Everyone,Casual;Action & Adventure
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93e+6,500000,Free,0.0,Everyone,Racing;Action & Adventure
Cars: Lightning League,FAMILY,4.5,58795,77e+6,10000000,Free,0.0,Everyone,Racing;Action & Adventure
Little Panda Run,FAMILY,4.2,3235,32e+6,1000000,Free,0.0,Everyone,Educational;Action & Adventure
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58e+6,1000000,Free,0.0,Everyone,Simulation;Action & Adventure
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48e+6,100000,Free,0.0,Everyone,Racing;Action & Adventure
Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69e+6,50000,Free,0.0,Everyone,Racing;Action & Adventure
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73e+6,50000000,Free,0.0,Everyone,Educational;Action & Adventure
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99e+6,500000,Free,0.0,Everyone,Racing;Action & Adventure
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16e+6,10000000,Free,0.0,Everyone,Racing;Action & Adventure
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54e+6,500000,Free,0.0,Everyone 10+,Arcade;Action & Adventure
Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56e+6,1000000,Free,0.0,Everyone,Entertainment;Action & Adventure
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25e+6,1000000,Free,0.0,Everyone,Casual;Action & Adventure
Mcqueen Coloring pages,FAMILY,4.4,65,7.0e+6,100000,Free,0.0,Everyone,Art & Design;Action & Adventure
PAC-MAN Pop,FAMILY,4.3,24877,54e+6,5000000,Free,0.0,Everyone,Puzzle;Action & Adventure
Monster Truck Driver & Racing,FAMILY,4.4,765,51e+6,1000000,Free,0.0,Everyone,Education;Action & Adventure
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48e+6,10000000,Free,0.0,Everyone,Action;Action & Adventure
Little Fire Station,FAMILY,4.2,3762,44e+6,1000000,Free,0.0,Everyone,Education;Action & Adventure
Ice Cream Jump,FAMILY,4.2,141363,8.7e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Turbo FAST,FAMILY,4.3,1329192,97e+6,50000000,Free,0.0,Everyone,Racing;Action & Adventure
My Little Pony: Harmony Quest,FAMILY,4.1,148295,26e+6,10000000,Free,0.0,Everyone,Casual;Action & Adventure
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16e+6,5000000,Free,0.0,Everyone,Adventure;Action & Adventure
Equestria Girls,FAMILY,4.3,392596,53e+6,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure
DC Super Hero Girls™,FAMILY,4.3,43060,95e+6,5000000,Free,0.0,Everyone,Action;Action & Adventure
Disney Crossy Road,FAMILY,4.5,514088,83e+6,10000000,Free,0.0,Everyone,Arcade;Action & Adventure
Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78e+6,1000000,Free,0.0,Everyone,Racing;Action & Adventure
Toca Kitchen 2,FAMILY,4.5,1014846,56e+6,50000000,Free,0.0,Everyone,Educational;Pretend Play
Doctor Pets,FAMILY,4.2,23060,21e+6,1000000,Free,0.0,Everyone,Educational;Education
Supermarket – Game for Kids,FAMILY,4.4,112080,26e+6,10000000,Free,0.0,Everyone,Casual;Pretend Play
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60e+6,1000000,Free,0.0,Everyone,Casual;Pretend Play
Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22e+6,10000000,Free,0.0,Everyone,Educational;Brain Games
DC Super Hero Girls™,FAMILY,4.3,43060,95e+6,5000000,Free,0.0,Everyone,Action;Action & Adventure
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48e+6,10000000,Free,0.0,Everyone,Action;Action & Adventure
Inside Out Thought Bubbles,FAMILY,4.4,623398,58e+6,10000000,Free,0.0,Everyone,Puzzle;Brain Games
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91e+6,10000000,Free,0.0,Everyone,Simulation;Action & Adventure
Monster High™,FAMILY,4.1,66661,22e+6,5000000,Free,0.0,Everyone,Casual;Pretend Play
Cute Pet Puppies,FAMILY,4.0,10447,36e+6,1000000,Free,0.0,Everyone,Simulation;Action & Adventure
Frozen Free Fall,FAMILY,4.3,1574197,37e+6,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure
Monster High™ Minis Mania,FAMILY,4.6,19170,70e+6,1000000,Free,0.0,Everyone,Strategy;Action & Adventure
Shopkins World!,FAMILY,4.3,169609,34e+6,10000000,Free,0.0,Everyone,Arcade;Action & Adventure
Monica Toy TV,FAMILY,4.7,6188,49e+6,500000,Free,0.0,Everyone 10+,Entertainment;Music & Video
Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8e+6,500000,Free,0.0,Everyone,Music & Audio;Music & Video
Endless Numbers,FAMILY,4.4,2952,37e+6,500000,Free,0.0,Everyone,Education;Education
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55e+6,100000,Free,0.0,Everyone,Health & Fitness;Education
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84e+6,1000000,Free,0.0,Everyone,Educational;Education
Nancy Drew Codes and Clues,FAMILY,4.1,154,16e+6,10000,Free,0.0,Everyone,Educational;Education
Masha and the Bear Child Games,FAMILY,4.1,288523,92e+6,10000000,Free,0.0,Everyone,Adventure;Education
codeSpark Academy & The Foos,FAMILY,4.1,4522,57e+6,500000,Free,0.0,Everyone,Educational;Education
Toca Life: City,FAMILY,4.7,31100,24e+6,500000,Paid,3.99,Everyone,Education;Pretend Play
LEGO® Friends,FAMILY,4.4,854,6.9e+6,10000,Paid,4.99,Everyone,Casual;Pretend Play
My Little Work – Garage,FAMILY,4.3,560,44e+6,10000,Paid,3.99,Everyone,Casual;Education
